new_cases,new_cases_smoothed,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,hosp_patients,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed,stringency_index,population
0,3.286,0,0,0.81,0,0,0.0011,918.7,0,0,0,0,0,0,22.22,5126300
11,4.857,0,0,0.81,0,0,0.0016,613.1,0,0,0,0,0,0,22.22,5126300
0,4.857,0,0,0.77,0,0,0.0016,617.5,0,0,0,0,0,0,22.22,5126300
0,4.857,0,0,0.74,0,0,0.0017,603.9,0,0,0,0,0,0,22.22,5126300
19,5.286,0,0,0.72,0,0,0.0018,542.4,0,0,0,0,0,0,22.22,5126300
0,5.286,0,0,0.7,0,0,0.0019,529.9,0,0,0,0,0,0,22.22,5126300
5,5,0,0,0.7,0,0,0.0017,572,0,0,0,0,0,0,22.22,5126300
0,5,0,0,0.68,0,0,0.0017,583.6,0,0,0,0,0,0,22.22,5126300
2,3.714,0,0,0.67,0,0,0.0013,795.4,0,0,0,0,0,0,22.22,5126300
0,3.714,0,0,0.67,0,0,0.0012,805.1,0,0,0,0,0,0,22.22,5126300
0,3.714,0,0,0.69,0,0,0.0012,844.9,0,0,0,0,0,0,22.22,5126300
31,5.429,0,0,0.71,0,0,0.0017,605.1,0,0,0,0,0,0,22.22,5126300
3,5.857,0,0,0.73,0,0,0.0017,586,0,0,0,0,0,0,22.22,5126300
0,5.143,0,0,0.75,0,0,0.0015,674.1,0,0,0,0,0,0,22.22,5126300
6,6,0,0,0.79,0,0,0.0017,602.8,0,0,0,0,0,0,22.22,5126300
0,5.714,0,0,0.82,0,0,0.0016,628.1,0,0,0,0,0,0,22.22,5126300
18,8.286,0,0,0.86,0,0,0.0022,445.7,0,0,0,0,0,0,22.22,5126300
0,8.286,0,0,0.86,0,0,0.0022,455.2,0,0,0,0,0,0,22.22,5126300
10,5.286,0,0,0.86,0,0,0.0014,700.5,0,0,0,0,0,0,22.22,5126300
6,5.714,0,0,0.85,0,0,0.0016,636.2,0,0,0,0,0,0,22.22,5126300
0,5.714,0,0,0.84,0,0,0.0016,615,0,0,0,0,0,0,22.22,5126300
5,5.571,0,0,0.84,0,0,0.0016,624.7,0,0,0,0,0,0,22.22,5126300
0,5.571,0,0,0.84,0,0,0.0016,618.7,0,0,0,0,0,0,22.22,5126300
9,4.286,0,0,0.86,0,0,0.0013,795.6,0,0,0,0,0,0,22.22,5126300
0,4.286,0,0,0.86,0,0,0.0013,787.2,0,0,0,0,0,0,22.22,5126300
7,3.857,0,0,0.87,0,0,0.0011,869.6,0,0,0,0,0,0,22.22,5126300
5,3.714,0,0,0.87,0,0,0.0011,898,0,0,0,0,0,0,22.22,5126300
2,4,0,0,0.87,0,0,0.0012,862.7,0,0,0,0,0,0,22.22,5126300
5,4,0,0,0.87,0,0,0.0011,873.3,0,0,0,0,0,0,22.22,5126300
4,4.571,0,0,0.87,0,0,0.001,999.6,0,0,0,0,0,0,22.22,5126300
6,4.143,0,0,0.86,0,0,0.0008,1245,0,0,0,0,0,0,22.22,5126300
-2,3.857,0,0,0.86,0,0,0.0007,1409.1,0,0,0,0,0,0,22.22,5126300
1,3,0,0,0.85,0,0,0.0005,2030.7,0,0,0,0,0,0,22.22,5126300
0,2.286,0,0,0.85,0,0,0.0004,2814.5,0,0,0,0,0,0,22.22,5126300
3,2.429,0,0,0.86,0,0,0.0004,2669,0,0,0,0,0,0,22.22,5126300
1,1.857,0,0,0.86,0,0,0.0003,3392.6,0,0,0,0,0,0,22.22,5126300
5,2,0,0,0.88,0,0,0.0004,2671,0,0,0,0,0,0,22.22,5126300
2,1.429,0,0,0.88,0,0,0.0003,3420.6,0,0,0,0,0,0,22.22,5126300
0,1.714,0,0,0.88,0,0,0.0004,2748,0,0,0,0,0,0,22.22,5126300
5,2.286,0,0,0.9,0,0,0.0006,1801.4,0,0,0,0,0,0,22.22,5126300
0,2.286,0,0,0.9,0,0,0.0006,1680.2,0,0,0,0,0,0,22.22,5126300
2,2.143,0,0,0.91,0,0,0.0005,1839.9,0,0,0,0,0,0,22.22,5126300
2,2.286,0,0,0.93,0,0,0.0006,1805.8,0,0,0,0,0,0,22.22,5126300
0,1.571,0,0,0.95,0,0,0.0004,2581.8,0,0,0,0,0,0,22.22,5126300
2,1.571,0,0,0.98,0,0,0.0004,2442.4,0,0,0,0,0,0,22.22,5126300
2,1.857,0,0,1.02,0,0,0.0005,2082.9,0,0,0,0,0,0,22.22,5126300
2,1.429,0,0,1.06,0,0,0.0004,2735.5,0,0,0,0,0,0,22.22,5126300
6,2.286,0,0,1.09,0,0,0.0006,1727.9,1,1,0,0,0,0,22.22,5126300
1,2.143,1,0.143,1.1,0,0,0.0006,1803.5,2,2,0,0,1,1,62.5,5126300
3,2.286,0,0.143,1.11,0,0,0.0005,1829.8,0,0,0,0,1,1,62.5,5126300
4,2.857,0,0.143,1.13,0,0,0.0005,2156.1,3,3,0,0,1,1,62.5,5126300
4,3.143,0,0.143,1.13,0,0,0.0004,2552.7,4,4,0,0,1,1,39.35,5126300
2,3.143,0,0.143,1.13,0,0,0.0004,2813.6,33,33,0,0,6,6,39.35,5126300
0,2.857,0,0.143,1.13,0,0,0.0003,3412,98,98,0,0,16,16,39.35,5126300
7,3,0,0.143,1.15,0,0,0.0003,3410,168,167,1,0,24,24,39.35,5126300
6,3.714,0,0,1.15,0,0,0.0004,2783.8,616,615,1,0,88,88,39.35,5126300
2,3.571,0,0,1.13,0,0,0.0004,2827.5,974,973,1,0,139,139,22.22,5126300
3,3.429,0,0,1.11,0,0,0.0004,2544.2,1787,1786,1,0,255,255,22.22,5126300
3,3.286,0,0,1.1,0,0,0.0004,2334.4,2888,2887,1,0,412,412,22.22,5126300
1,3.143,0,0,1.09,0,0,0.0004,2408.5,4492,4491,1,0,637,637,22.22,5126300
4,3.714,0,0,1.1,0,0,0.0005,1935.9,5830,5829,1,0,819,819,22.22,5126300
2,3,0,0,1.1,0,0,0.0004,2331,6715,6714,1,0,935,935,62.5,5126300
4,2.714,0,0,1.11,0,0,0.0004,2616.4,8125,8124,1,0,1073,1073,62.5,5126300
2,2.714,0,0,1.12,0,0,0.0003,2866.6,9611,9610,1,0,1234,1234,62.5,5126300
5,3,0,0,1.13,0,0,0.0003,2983.3,11591,11590,1,0,1401,1401,62.5,5126300
0,2.571,0,0,1.14,0,0,0.0003,3781.4,13224,13223,1,0,1477,1477,62.5,5126300
9,3.714,0,0,1.16,0,0,0.0004,2666.7,14505,14502,3,0,1430,1430,62.5,5126300
1,3.286,0,0,1.14,0,0,0.0003,3091.9,15109,15105,4,0,1326,1325,62.5,5126300
6,3.857,0,0,1.14,0,0,0.0004,2660.6,15620,15616,4,0,1272,1272,36.57,5126300
4,3.857,0,0,1.13,0,0,0.0004,2635.2,16693,16689,4,0,1224,1224,36.57,5126300
1,3.714,0,0,1.12,0,0,0.0004,2637.9,18117,18113,4,0,1215,1215,36.57,5126300
6,3.857,0,0,1.12,0,0,0.0005,2180.2,19433,19429,4,0,1120,1120,36.57,5126300
1,4,0,0,1.11,0,0,0.0006,1803.2,20767,20763,4,0,1078,1077,36.57,5126300
5,3.429,0,0,1.12,0,0,0.0005,1891.2,21816,21806,10,0,1044,1043,22.22,5126300
1,3.429,0,0,1.11,0,0,0.0006,1677.5,22573,22557,16,0,1066,1065,22.22,5126300
7,3.571,0,0,1.12,0,0,0.0007,1515,23163,23133,30,0,1078,1074,22.22,5126300
2,3.286,0,0,1.12,0,0,0.0006,1662.8,25044,24747,297,0,1193,1151,22.22,5126300
2,3.429,0,0,1.12,0,0,0.0007,1529,27206,26676,530,0,1298,1223,22.22,5126300
0,2.571,0,0,1.14,0,0,0.0005,1953.3,29214,28319,895,0,1397,1270,22.22,5126300
10,3.857,0,0,1.18,0,0,0.0008,1245,31282,29913,1369,0,1502,1307,22.22,5126300
0,3.143,0,0,1.17,0,0,0.0007,1457.5,33747,31605,2142,0,1704,1400,22.22,5126300
9,4.286,0,0,1.18,0,0,0.0009,1058.3,35019,32161,2858,0,1778,1372,22.22,5126300
9,4.571,0,0,1.16,0,0,0.001,982.7,36608,33104,3504,0,1921,1424,22.22,5126300
0,4.286,0,0,1.13,0,0,0.001,1037.6,38864,34140,4724,0,1974,1342,22.22,5126300
8,5.143,0,0,1.12,0,0,0.0012,809.1,41560,35729,5831,0,2051,1293,22.22,5126300
6,6,0,0,1.09,0,0,0.0014,730.7,45117,37699,7417,1,2272,1340,22.22,5126300
3,5,0,0,1.06,0,0,0.0011,921.6,48472,39519,8952,1,2456,1372,22.22,5126300
2,5.286,0,0,1.04,0,0,0.0011,935.5,53142,42897,10244,1,2771,1613,22.22,5126300
1,4.143,0,0,1.02,0,0,0.0008,1224.2,55176,44057,11118,1,2880,1699,22.22,5126300
11,4.429,0,0,1.02,0,0,0.0009,1154.7,56352,44742,11609,1,2821,1663,22.22,5126300
2,4.714,0,0,0.99,0,0,0.001,1046.2,61289,48551,12737,1,3204,2059,22.22,5126300
2,3.857,0,0,0.97,0,0,0.0008,1314.8,66958,52718,14239,1,3628,2427,22.22,5126300
4,3.571,0,0,0.96,0,0,0.0007,1413,73758,58171,15586,1,4092,2925,22.22,5126300
0,3.143,0,0,0.95,0,0,0.0006,1588.6,80212,63372,16839,1,4534,3408,22.22,5126300
0,2.857,0,0,0.96,0,0,0.0006,1567.7,82232,65097,17134,1,4156,3171,22.22,5126300
0,2.714,0,0,0.97,0,0,0.0006,1576.6,83980,66510,17469,1,4115,3208,22.22,5126300
6,2,0,0,1.01,0,0,0.0005,2082.5,84936,67270,17665,1,4083,3218,22.22,5126300
17,4.143,0,0,1.03,0,0,0.001,980.9,86150,68193,17956,1,3552,2806,22.22,5126300
7,4.857,0,0,1.05,0,0,0.0013,787.3,91112,71714,19397,1,3451,2714,22.22,5126300
24,7.714,0,0,1.06,0,0,0.0022,444.5,98384,76837,21546,1,3518,2667,22.22,5126300
6,8.571,0,0,1.02,0,0,0.0024,411.6,106616,83303,23312,1,3772,2847,22.22,5126300
10,10,0,0,0.97,0,0,0.0027,375.4,113972,88727,25244,1,4534,3376,22.22,5126300
3,10.429,0,0,0.92,0,0,0.0026,381.6,117931,91994,25936,1,4850,3641,22.22,5126300
9,10.857,0,0,0.87,0,0,0.0027,377,121491,94473,27017,1,5222,3886,22.22,5126300
4,9,0,0,0.83,0,0,0.0021,465.9,129262,100520,28741,1,6159,4618,22.22,5126300
2,8.286,0,0,0.78,0,0,0.0019,528.4,137704,107333,30369,2,6656,5088,22.22,5126300
2,5.143,0,0,0.75,0,0,0.0011,912.7,145861,113966,31893,2,6782,5304,22.22,5126300
0,4.286,0,0,0.73,0,0,0.0009,1055.5,154594,120855,33737,2,6854,5365,22.22,5126300
0,2.857,0,0,0.72,0,0,0.0006,1563.2,164096,127721,36373,2,7161,5571,22.22,5126300
4,3,0,0,0.71,0,0,0.0007,1416.7,169147,131617,37528,2,7317,5660,22.22,5126300
1,1.857,0,0,0.71,0,0,0.0004,2232.6,171219,133097,38120,2,7104,5518,22.22,5126300
1,1.429,0,0,0.71,0,0,0.0003,2986,178352,138192,40158,2,7013,5382,22.22,5126300
2,1.429,0,0,0.73,0,0,0.0003,2977.6,187437,144290,43145,2,7105,5280,22.22,5126300
1,1.286,0,0,0.74,0,0,0.0003,3217,197623,151045,46576,2,7395,5297,22.22,5126300
0,1.286,0,0,0.77,0,0,0.0003,3185.8,208044,157584,50458,2,7636,5247,22.22,5126300
0,1.286,0,0,0.81,0,0,0.0003,3191.3,219739,165731,54006,2,7949,5430,22.22,5126300
1,0.857,0,0,0.85,0,0,0.0002,4941.7,224395,169005,55388,2,7893,5341,22.22,5126300
0,0.714,0,0,0.91,0,0,0.0002,5938.4,226776,170477,56297,2,7937,5340,22.22,5126300
8,1.714,0,0,0.98,0,0,0.0004,2340.1,229027,171866,57159,2,7239,4811,22.22,5126300
0,1.429,0,0,0.99,0,0,0.0004,2680.2,239039,178667,60370,2,7372,4911,22.22,5126300
4,1.857,0,0,1.01,0,0,0.0005,1955.3,250016,185971,64043,2,7485,4989,22.22,5126300
0,1.857,0,0,1.02,0,0,0.0005,1967.7,262505,193502,69001,2,7780,5131,22.22,5126300
0,1.857,0,0,1.04,0,0,0.0005,2010.8,275911,201876,74033,2,8025,5164,22.22,5126300
5,2.429,0,0,1.08,0,0,0.0007,1510.1,281392,205365,76025,2,8142,5194,22.22,5126300
4,3,0,0,1.09,0,0,0.0008,1243,284936,206989,77945,2,8309,5216,22.22,5126300
1,2,0,0,1.1,0,0,0.0005,1883.5,295678,213242,82434,2,9522,5911,22.22,5126300
6,2.857,0,0,1.11,0,0,0.0007,1355.3,309324,221586,87736,2,10041,6131,22.22,5126300
4,2.857,0,0,1.1,0,0,0.0007,1457.5,324091,230794,93295,2,10582,6403,22.22,5126300
1,3,0,0,1.08,0,0,0.0007,1361.7,339124,239997,99125,2,10946,6642,22.22,5126300
0,3,0,0,1.07,0,0,0.0007,1337,356013,250131,105880,2,11443,6894,22.22,5126300
8,3.429,0,0,1.08,0,0,0.0008,1196,363267,254529,108736,2,11696,7023,22.22,5126300
2,3.143,0,0,1.05,0,0,0.0008,1259.3,366615,256261,110352,2,11668,7039,22.22,5126300
0,3,0,0,1.03,0,0,0.0008,1323.3,378616,263142,115472,2,11848,7129,22.22,5126300
-1,2,0,0,1.02,0,0,0.0005,1986,393744,272370,121372,2,12060,7255,22.22,5126300
1,1.571,0,0,1.02,0,0,0.0004,2506,409039,281890,127146,3,12135,7299,22.22,5126300
1,1.571,0,0,1.01,0,0,0.0004,2516.9,424833,291667,133163,3,12244,7381,22.22,5126300
0,1.571,0,0,1.02,0,0,0.0004,2418.8,440907,300625,140279,3,12128,7213,22.22,5126300
1,0.571,0,0,1.03,0,0,0.0002,6338,447143,304044,143096,3,11982,7074,22.22,5126300
5,1,0,0,1.06,0,0,0.0003,3672,451365,306459,144903,3,12107,7171,22.22,5126300
2,1.286,0,0,1.05,0,0,0.0004,2842.1,462420,313755,148662,3,11972,7230,22.22,5126300
5,2.143,0,0,1.04,0,0,0.0006,1704.6,477214,323033,154178,3,11924,7238,22.22,5126300
1,2.143,0,0,1,0,0,0.0006,1714,492672,332089,160579,4,11948,7171,22.22,5126300
3,2.429,0,0,0.97,0,0,0.0007,1506,508154,340817,167332,5,11903,7021,22.22,5126300
0,2.429,0,0,0.94,0,0,0.0006,1567.3,523720,349082,174633,5,11830,6922,22.22,5126300
6,3.143,0,0,0.91,0,0,0.0008,1210.6,531694,353489,178200,5,12079,7064,22.22,5126300
0,2.429,0,0,0.85,0,0,0.0006,1565.7,535503,355752,179744,7,12020,7042,22.22,5126300
1,2.286,0,0,0.8,0,0,0.0006,1648.7,548511,362983,185521,7,12299,7033,22.22,5126300
0,1.571,0,0,0.76,0,0,0.0004,2419.5,565830,372822,193001,7,12659,7113,22.22,5126300
1,1.571,0,0,0.74,0,0,0.0004,2369.8,584554,383779,200768,7,13126,7384,22.22,5126300
0,1.143,0,0,0.72,0,0,0.0003,3281.7,601449,393643,207798,8,13328,7547,22.22,5126300
0,1.143,0,0,0.72,0,0,0.0003,3329.8,622153,404468,217677,8,14062,7912,22.22,5126300
2,0.571,0,0,0.71,0,0,0.0001,7140.1,632390,410409,221973,8,14385,8131,22.22,5126300
1,0.714,0,0,0.7,0,0,0.0002,6091,637595,413731,223856,8,14585,8283,22.22,5126300
0,0.571,0,0,0.7,0,0,0.0001,7852.9,652066,422635,229422,9,14794,8522,22.22,5126300
6,1.429,0,0,0.7,0,0,0.0003,3148.4,672007,434651,237346,10,15168,8833,22.22,5126300
2,1.571,0,0,0.7,0,0,0.0003,2940.2,692981,447209,245761,11,15490,9061,22.22,5126300
1,1.714,0,0,0.69,0,0,0.0004,2771.9,716154,461349,254794,11,16386,9672,22.22,5126300
0,1.714,0,0,0.68,0,0,0.0004,2741.5,736609,473447,263151,11,16351,9854,22.22,5126300
0,1.429,0,0,0.67,0,0,0.0003,3169.3,746161,479648,266502,11,16253,9891,22.22,5126300
0,1.286,0,0,0.69,0,0,0.0003,3389.6,751379,483182,268186,11,16255,9922,22.22,5126300
10,2.714,0,0,0.73,0,0,0.0006,1557.5,756690,487120,269559,11,14946,9212,22.22,5126300
4,2.429,0,0,0.76,0,0,0.0006,1678.1,778548,500218,278319,11,15220,9367,22.22,5126300
1,2.286,0,0,0.78,0,0,0.0006,1664.5,789980,507329,282639,12,13857,8589,22.22,5126300
5,2.857,0,0,0.8,0,0,0.0008,1317.1,813399,521271,292116,12,13892,8560,22.22,5126300
0,2.857,0,0,0.81,0,0,0.0008,1324.5,834971,533250,301709,12,14052,8543,22.22,5126300
6,3.714,0,0,0.81,0,0,0.001,1035.5,846916,540700,306204,12,14394,8722,22.22,5126300
1,3.857,0,0,0.8,0,0,0.001,1013.2,854229,545107,309108,14,14693,8846,22.22,5126300
0,2.429,0,0,0.79,0,0,0.0006,1618.4,872148,555461,316673,14,16494,9763,22.22,5126300
2,2.143,0,0,0.8,0,0,0.0005,1881,894385,568537,325833,15,16548,9760,22.22,5126300
2,2.286,0,0,0.8,0,0,0.0005,1872.7,918816,582936,335865,15,18405,10801,22.22,5126300
1,1.714,0,0,0.81,0,0,0.0004,2487.7,942111,595921,346175,15,18387,10664,22.22,5126300
0,1.714,0,0,0.82,0,0,0.0004,2514.6,962935,607279,355641,15,18281,10576,22.22,5126300
4,1.429,0,0,0.84,0,0,0.0003,2953.8,975226,614662,360549,15,18330,10566,22.22,5126300
2,1.571,0,0,0.83,0,0,0.0004,2630.2,982539,618628,363896,15,18330,10503,22.22,5126300
0,1.571,0,0,0.83,0,0,0.0004,2663.3,1000054,627694,372345,15,18272,10319,22.22,5126300
3,1.714,0,0,0.84,0,0,0.0004,2454.5,1022788,639140,383633,15,18343,10086,22.22,5126300
0,1.429,0,0,0.83,0,0,0.0003,2989.5,1047796,652254,395527,15,18426,9903,22.22,5126300
2,1.571,0,0,0.84,0,0,0.0004,2856.1,1072233,663692,408525,16,18589,9682,22.22,5126300
4,2.143,0,0,0.85,0,0,0.0004,2460.6,1093976,673715,420245,16,18720,9491,22.22,5126300
0,1.571,0,0,0.81,0,0,0.0003,3781.7,1108621,682073,426532,16,19056,9630,22.22,5126300
9,2.571,0,0,0.8,0,0,0.0004,2432.9,1115657,685664,429977,16,19017,9577,22.22,5126300
3,3,0,0,0.79,0,0,0.0005,2133,1132040,695590,436434,16,18855,9699,22.22,5126300
1,2.714,0,0,0.77,0,0,0.0004,2588.8,1153018,706524,446478,16,18604,9626,22.22,5126300
0,2.714,0,0,0.76,0,0,0.0004,2808,1175917,719465,456436,16,18303,9602,22.22,5126300
0,2.429,0,0,0.77,0,0,0.0003,3183.6,1198880,732572,466292,16,18092,9840,22.22,5126300
0,1.857,0,0,0.79,0,0,0.0003,3885.3,1218967,742345,476606,16,17856,9804,22.22,5126300
9,3.143,0,0,0.81,0,0,0.0005,2137.8,1231686,749733,481937,16,17581,9666,22.22,5126300
7,2.857,0,0,0.84,0,0,0.0004,2302.1,1238100,753222,484862,16,17492,9651,22.22,5126300
0,2.429,0,0,0.83,0,0,0.0004,2684.6,1253851,761003,492832,16,17402,9345,22.22,5126300
5,3,0,0,0.83,0,0,0.0005,2069.3,1274775,770592,504166,17,17394,9153,22.22,5126300
1,3.143,0,0,0.82,0,0,0.0005,1846,1297933,781876,516040,17,17431,8916,22.22,5126300
1,3.286,0,0,0.82,0,0,0.0006,1732.5,1322545,794589,527938,18,17666,8860,22.22,5126300
0,3.286,0,0,0.83,0,0,0.0006,1560,1344153,805675,538460,18,17884,9047,22.22,5126300
2,2.286,0,0,0.84,0,0,0.0004,2276.5,1359967,815002,544947,18,18326,9324,22.22,5126300
1,1.429,0,0,0.86,0,0,0.0003,3696.3,1367604,819396,548190,18,18501,9453,22.22,5126300
18,4,0,0,0.89,0,0,0.0008,1314.2,1385337,828971,556348,18,18784,9710,22.22,5126300
4,3.857,0,0,0.92,0,0,0.0008,1304.4,1407896,841040,566837,19,19017,10064,22.22,5126300
4,4.286,0,0,0.95,0,0,0.0007,1443.5,1432772,854461,578292,19,19263,10369,22.22,5126300
9,5.429,0,0,0.98,0,0,0.0009,1147.7,1456553,867327,589206,20,19144,10391,22.22,5126300
0,5.429,0,0,1,0,0,0.0008,1224.9,1478413,879268,599125,20,19180,10513,22.22,5126300
11,6.714,0,0,1.02,0,0,0.001,993.6,1494952,888726,606206,20,19284,10532,22.22,5126300
3,7,0,0,1.02,0,0,0.001,956,1503684,894383,609281,20,19440,10712,22.22,5126300
5,5.143,0,0,1.03,0,0,0.0008,1321.6,1526029,907539,618470,20,20099,11224,22.22,5126300
6,5.429,0,0,1.04,0,0,0.0008,1257.7,1556717,926303,630394,20,21260,12180,22.22,5126300
7,5.857,0,0,1.04,0,0,0.001,963.1,1590713,947113,643580,20,22563,13236,22.22,5126300
20,7.429,0,0,1.04,0,0,0.0013,753.7,1623073,966950,656103,20,23789,14232,22.22,5126300
0,7.429,0,0,0.99,0,0,0.0013,771.8,1654156,986719,667417,20,25106,15350,22.22,5126300
7,6.857,0,0,0.95,0,0,0.0012,816,1679008,1003835,675153,20,26294,16444,22.22,5126300
1,6.571,0,0,0.91,0,0,0.0012,830.2,1692993,1012888,680085,20,27044,16929,22.22,5126300
0,5.857,0,0,0.89,0,0,0.001,959.2,1723529,1033443,690065,21,28214,17986,22.22,5126300
1,5.143,0,0,0.88,0,0,0.0009,1124.1,1762519,1061053,701445,21,29400,19250,22.22,5126300
3,4.571,0,0,0.89,0,0,0.0008,1329,1804119,1090480,713618,21,30487,20481,22.22,5126300
3,2.143,0,0,0.9,0,0,0.0003,2972,1844348,1118711,725615,22,31611,21680,22.22,5126300
0,2.143,0,0,0.91,0,0,0.0003,3109.2,1886518,1150231,736264,23,33195,23359,22.22,5126300
3,1.571,0,0,0.94,0,0,0.0002,4229.8,1925121,1179757,745340,24,35159,25132,22.22,5126300
4,2,0,0,0.97,0,0,0.0003,3313,1947785,1197742,750019,24,36399,26408,22.22,5126300
0,2,0,0,0.99,0,0,0.0003,3303.5,1982935,1223447,759464,24,37058,27143,22.22,5126300
2,2.143,0,0,1.03,0,0,0.0003,3074.7,2025781,1253756,772001,24,37609,27529,22.22,5126300
1,1.857,0,0,1.08,0,0,0.0003,3400.1,2071283,1286325,784933,25,38166,27978,22.22,5126300
0,1.429,0,0,1.14,0,0,0.0002,4226.7,2113586,1315608,797953,25,38463,28128,22.22,5126300
0,1.429,0,0,1.23,0,0,0.0002,4034.3,2155689,1346002,809661,26,38453,27967,22.22,5126300
6,1.857,0,0,1.33,0,0,0.0003,3138.4,2192518,1373933,818558,27,38200,27739,22.22,5126300
4,1.857,0,0,1.41,0,0,0.0003,3171.8,2213027,1389805,823194,28,37892,27438,22.22,5126300
12,3.571,0,0,1.48,0,0,0.0006,1542.7,2251592,1416712,834852,28,38380,27609,22.22,5126300
2,3.571,0,0,1.49,0,0,0.0007,1488.1,2298678,1447835,850813,30,38985,27726,22.22,5126300
9,4.714,0,0,1.52,0,0,0.0009,1100.3,2347662,1479880,867752,30,39483,27651,22.22,5126300
1,4.857,0,0,1.53,0,0,0.0009,1070.4,2396738,1512401,884306,31,40450,28113,22.22,5126300
0,4.857,0,0,1.57,0,0,0.001,1037.5,2443819,1543813,899974,32,41161,28259,22.22,5126300
5,4.714,0,0,1.64,0,0,0.001,1032.7,2487584,1574242,913309,33,42152,28616,22.22,5126300
7,5.143,0,0,1.71,0,0,0.0011,913.1,2513279,1592529,920717,33,42893,28961,22.22,5126300
0,3.429,0,0,1.78,0,0,0.0007,1448.5,2559714,1622905,936776,33,44017,29456,22.22,5126300
10,4.571,0,0,1.88,0,0,0.0009,1105.2,2616008,1658765,957208,35,45333,30133,96.3,5126300
0,3.286,0,0,1.97,0,0,0.0006,1570.9,2616521,1659177,957309,35,38408,25614,96.3,5126300
32,7.714,0,0,2.09,0,0,0.0013,773.4,2646890,1680770,966085,35,35736,24053,96.3,5126300
24,11.143,0,0,2.1,0,0,0.0012,815.4,2705934,1719592,986306,36,37445,25111,96.3,5126300
24,13.857,0,0,2.08,0,0,0.001,1042.5,2760242,1757995,1002209,38,38951,26250,96.3,5126300
38,18.286,0,0,2.07,0,0,0.001,1048.9,2797851,1786506,1011307,38,40653,27711,96.3,5126300
42,24.286,0,0,2.03,0,0,0.001,984.7,2864238,1833312,1030884,42,43503,30058,96.3,5126300
63,31.857,0,0,1.98,0,0,0.0011,923.8,2947347,1892732,1054570,45,47334,33424,96.3,5126300
68,41.571,0,0,1.91,0,0,0.0012,830,3037325,1956194,1081084,47,60115,42431,96.3,5126300
70,47,0,0,1.83,0,0,0.0012,821.8,3130791,2024136,1106607,48,69129,49052,96.3,5126300
83,55.429,0,0,1.74,0,0,0.0014,720.4,3222965,2091571,1131344,50,73862,53140,96.3,5126300
84,64,0,0,1.64,0,0,0.0016,612.6,3302265,2148457,1153756,52,77432,55780,96.3,5126300
55,66.429,0,0,1.54,0,0,0.0018,560.3,3350871,2185576,1165242,53,79003,57010,96.3,5126300
0,60.429,0,0,1.45,0,0,0.0018,566.9,3429593,2240518,1189020,55,80765,58172,96.3,5126300
50,58.571,0,0,1.38,0,0,0.0019,522,3516445,2299866,1216522,57,81300,58162,96.3,5126300
76,59.714,0,0,1.31,0,0,0.0022,463.2,3607773,2363476,1244238,59,81493,58183,96.3,5126300
84,61.714,0,0,1.24,0,0,0.0025,392.5,3698379,2428743,1269576,60,81084,57801,96.3,5126300
19,52.571,1,0.143,1.16,0,0,0.0025,394.9,3786269,2490707,1295499,63,80472,57019,96.3,5126300
20,43.429,0,0.143,1.1,0,0,0.0025,394.5,3865006,2546848,1318091,67,80392,56913,96.3,5126300
24,39,0,0.143,1.05,0,0,0.0026,388.4,3904074,2573889,1330117,68,79029,55473,96.3,5126300
21,42,0,0.143,1.01,0,0,0.0031,321.2,3971238,2619221,1351946,71,77378,54100,96.3,5126300
16,37.143,0,0.143,0.97,0,0,0.0031,326.6,4044747,2669250,1375424,73,75472,52769,81.02,5126300
18,28.857,0,0.143,0.95,0,0,0.0026,387.2,4112206,2718122,1394008,76,72062,50664,81.02,5126300
19,19.571,0,0.143,0.93,0,0,0.0018,554.7,4174405,2764685,1409643,77,68004,47992,81.02,5126300
24,20.286,0,0,0.92,0,0,0.0018,542.4,4239809,2808884,1430845,80,64791,45454,81.02,5126300
23,20.714,0,0,0.91,0,0,0.0018,560.2,4302199,2847933,1454185,81,62456,43012,81.02,5126300
36,22.429,0,0,0.91,0,0,0.0019,528.3,4336352,2868615,1467656,81,61754,42104,81.02,5126300
17,21.857,0,0,0.9,0,0,0.0018,567.6,4391898,2903167,1488646,85,60094,40564,81.02,5126300
15,21.714,0,0,0.89,0,0,0.0017,584.7,4454578,2942947,1511543,88,58547,39100,81.02,5126300
18,21.714,0,0,0.9,0,0,0.0017,590.5,4517865,2982997,1534774,94,57951,37839,81.02,5126300
15,21.143,0,0,0.9,0,0,0.0016,612.4,4579356,3020313,1558946,97,57850,36518,81.02,5126300
24,21.143,0,0,0.91,0,0,0.0016,623.2,4640474,3053710,1586657,107,57238,34975,81.02,5126300
22,21,0,0,0.92,0,0,0.0016,608.3,4694466,3083056,1611302,108,56038,33589,81.02,5126300
22,19,0,0,0.93,0,0,0.0014,693.7,4721390,3097372,1623907,111,55005,32680,81.02,5126300
13,18.429,0,0,0.94,0,0,0.0014,710.8,4772180,3122207,1649855,118,54326,31291,81.02,5126300
24,19.714,0,0,0.95,0,0,0.0015,657.7,4826601,3150019,1676461,121,53146,29582,81.02,5126300
16,19.429,0,0,0.96,0,0,0.0015,686,4876760,3174587,1702049,124,51271,27370,81.02,5126300
