new_cases,new_cases_smoothed,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,hosp_patients,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed,stringency_index,population
173625,184941.571,1877,2333.143,1,27519,121424,0.122,8.2,3658706,3569381,23183,0,294586,287695,71.76,332915074
202593,184819.286,3616,2378.571,1.02,27782,122664,0.1232,8.1,4378044,4270333,28254,0,333114,324872,71.76,332915074
219911,184446.571,3933,2457.714,1.04,27697,123921,0.1239,8.1,5219157,5092618,35269,0,371086,361984,71.76,332915074
312022,198802.857,3327,2515.571,1.06,27748,123346,0.1287,7.8,5637774,5501679,38315,0,402818,393096,71.76,332915074
172389,206186.286,2194,2614,1.07,27471,121053,0.132,7.6,5731023,5587154,44374,0,414328,403517,71.76,332915074
282395,214101.571,2599,2712,1.1,27614,122668,0.1376,7.3,5994823,5841794,47190,0,431699,420146,71.76,332915074
204017,223850.286,1437,2711.857,1.1,28006,125595,0.1409,7.1,6133131,5972866,49616,0,437640,425523,71.76,332915074
185531,225551.143,1980,2726.571,1.1,28266,127426,0.1409,7.1,6788539,6569026,95156,0,447119,428521,71.76,332915074
229830,229442.143,3604,2724.857,1.1,28528,128858,0.1425,7,7616393,7295542,183140,0,462621,432173,71.76,332915074
260228,235201.714,3924,2723.571,1.11,28608,129805,0.1437,7,8634795,8123979,355061,0,487948,433052,71.76,332915074
287874,231752,4028,2823.714,1.11,28491,128819,0.1422,7,9802644,8989258,634492,0,594981,498226,71.76,332915074
304501,250625.143,4189,3108.714,1.1,28365,127893,0.1429,7,11038061,9836104,996451,0,758148,606993,71.76,332915074
263448,247918.429,3256,3202.571,1.07,28187,126426,0.1335,7.5,11547539,10206884,1124753,0,793245,623584,71.76,332915074
212946,249194,2104,3297.857,1.04,28370,126538,0.133,7.5,11798724,10383597,1193688,0,809370,630104,71.76,332915074
203636,251780.429,1837,3277.429,1.01,28739,127639,0.134,7.5,12868397,11107180,1515261,0,868551,648308,71.76,332915074
220490,250446.143,4389,3389.571,0.99,28891,127090,0.1324,7.6,14126485,12023848,1829576,0,930013,675472,71.76,332915074
229793,246098.286,4018,3403,0.96,28734,126585,0.1326,7.5,15447740,13052195,2099209,0,973278,704031,71.76,332915074
234461,238467.857,3792,3369.286,0.94,28527,133268,0.1304,7.7,16760415,14206801,2234361,0,993967,745363,71.76,332915074
247927,230385.857,3812,3315.429,0.93,28422,123790,0.127,7.9,18017579,15324450,2354281,0,997074,784049,71.76,332915074
215544,223542.429,3577,3361.286,0.9,28120,121139,0.1242,8,18666693,15890763,2425901,0,1017022,811983,71.76,332915074
178539,218627.143,1991,3345.143,0.89,27891,120835,0.1222,8.2,18972844,16147355,2467919,0,1024874,823394,71.76,332915074
141582,209762.286,1565,3306.286,0.87,27831,120422,0.1189,8.4,19856930,16785415,2694428,0,998362,811176,71.76,332915074
154484,200332.857,2401,3022.286,0.86,27584,119383,0.1165,8.6,21200964,17750176,3047413,0,1010640,818047,71.76,332915074
188540,194439.571,4442,3082.857,0.85,27003,117143,0.1126,8.9,22799546,18901520,3464928,0,1050258,835618,71.76,332915074
191356,188281.714,4137,3132.143,0.85,26517,114100,0.1091,9.2,24427449,20229251,3736803,0,1095291,860350,71.76,332915074
193247,180470.286,3777,3127.143,0.85,26006,111835,0.1053,9.5,26056409,21624421,3944572,0,1148404,899996,71.76,332915074
177842,175084.286,3556,3124.143,0.85,25364,108126,0.1028,9.7,26966407,22369478,4094066,0,1185673,925531,71.76,332915074
141438,169784.143,1858,3105.143,0.85,25121,107008,0.1002,10,27364541,22672575,4181330,0,1198814,932174,71.76,332915074
129426,168047.571,1770,3134.429,0.85,25003,106268,0.1007,9.9,28739333,23534506,4665891,0,1268915,964156,71.76,332915074
149850,167385.571,3982,3360.286,0.85,24897,104627,0.0992,10.1,30404544,24591601,5242067,0,1314797,977346,71.76,332915074
156142,162757.286,4128,3315.429,0.84,24360,102664,0.0972,10.3,32338705,25845132,5883441,0,1362737,991945,71.76,332915074
164602,158935.286,3850,3274.429,0.84,23786,100052,0.0963,10.4,34301639,27217961,6433662,0,1410599,998387,71.76,332915074
166998,155185.429,3599,3249,0.84,23121,96111,0.0949,10.5,36219993,28594674,6923478,0,1451941,995750,71.76,332915074
149717,151167.571,2901,3155.429,0.84,22708,92548,0.0933,10.7,37244977,29359468,7164033,0,1468367,998570,71.76,332915074
113831,147223.714,1957,3169.571,0.83,22503,91438,0.0918,10.9,37710657,29687729,7289622,0,1478017,1002165,71.76,332915074
124888,146575.429,1777,3170.571,0.83,22230,90582,0.0923,10.8,39097079,30461216,7855496,0,1479678,989530,71.76,332915074
117853,142004.429,3533,3106.429,0.81,21767,89004,0.0908,11,40796194,31427159,8548115,0,1484521,976508,71.76,332915074
122875,137252,3917,3076.286,0.8,21406,87290,0.0895,11.2,42943215,32693861,9375250,0,1514930,978390,68.06,332915074
125311,131639,3884,3081.143,0.79,20872,84604,0.0853,11.7,45293690,34086183,10280680,0,1570293,981175,68.06,332915074
131566,126577.286,3674,3091.857,0.79,20354,82139,0.0822,12.2,47658748,35449968,11232467,0,1634108,979328,68.06,332915074
116343,121809.571,2737,3068.429,0.79,19863,79113,0.0798,12.5,48964732,36306459,11651239,0,1674251,992427,68.06,332915074
90479,118473.571,1477,2999.857,0.79,19377,77866,0.0785,12.7,49415584,36588336,11806471,0,1672132,985801,68.06,332915074
82772,112457,1451,2953.286,0.78,19328,76870,0.0742,13.5,50996277,37428296,12506430,0,1699885,995297,68.06,332915074
94167,109073.286,3065,2886.429,0.78,18929,75626,0.0719,13.9,52972268,38469801,13392918,0,1739439,1006092,68.06,332915074
95992,105232.857,3407,2813.571,0.77,18316,72859,0.0709,14.1,55276094,39702600,14418901,0,1761840,1001248,68.06,332915074
106011,102475.714,3191,2714.571,0.77,17714,70110,0.0728,13.7,57682209,40982932,15497882,0,1769788,985250,68.06,332915074
100924,98098.286,2884,2601.714,0.76,17334,67539,0.0727,13.8,60271281,42366623,16648200,0,1801790,988094,68.06,332915074
90919,94466.286,2296,2538.714,0.76,16865,64762,0.0721,13.9,61747281,43237688,17216319,0,1826078,990176,68.06,332915074
68402,91312.429,1198,2498.857,0.75,16350,63300,0.0706,14.2,62342257,43586333,17445119,0,1846668,999714,68.06,332915074
55734,87449.857,949,2427.143,0.74,16227,62214,0.0692,14.5,63523841,44202469,17976447,0,1789652,967739,68.06,332915074
59025,82429.571,1644,2224.143,0.74,15921,61504,0.0685,14.6,65149172,45005228,18758243,0,1739558,933632,68.06,332915074
68674,78527,2446,2086.857,0.75,15579,62253,0.0668,15,67116091,45944481,19740895,0,1691428,891697,68.06,332915074
72177,73693.571,2607,2003.429,0.77,15024,58309,0.0626,16,68976956,46786247,20706779,0,1613535,829045,68.06,332915074
75519,70064.286,2535,1953.571,0.79,14492,56739,0.0604,16.6,70948406,47617359,21795098,0,1525304,750105,68.06,332915074
